id,a,b,product,design_family,canonical_target_heuristic,canonical_target_margin,ot_cost,dd_cost,rc_cost,heuristic_definition_version,target_heuristic,ot_score,dd_score,rc_score,category,notes,digit_total,nonzero_total,complexity_c,split
hds_054,55315,975,53932125,DD,DD,3.1999999999999993,15.2,12.0,34.8742,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 55315*975 uses quarter-hundred decomposition,8,8,64,train
hds_055,62090,640600,39774854000,DD,DD,13.066666666666666,30.066666666666666,17,46.59462,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 62090*640600 uses quarter-hundred decomposition,11,6,66,train
hds_056,6401331,100,640133100,DD,DD,14.0,21.0,7,60.7197138,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 6401331*100,10,7,70,train
hds_057,4761,14150,67368150,DD,DD,5.074999999999999,20.075,15.0,22.8778,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 4761*14150 uses quarter-hundred decomposition,9,8,72,train
hds_058,601203,92800,55791638400,DD,DD,10.058333333333334,30.058333333333334,20,41.16806,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 601203*92800,11,7,77,train
hds_059,12510,94220,1178692200,DD,DD,6.550000000000001,25.05,18.5,27.8654,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 12510*94220 = 12510*9422*10,10,8,80,train
hds_060,69454022,20,1389080440,DD,DD,8.046875,16.046875,8,76.61091916,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 69454022*20 = 69454022*2*10,10,8,80,train
hds_061,255,577153,147174015,DD,DD,3.694444444444443,18.194444444444443,14.5,46.845184,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 255 = 250+5,9,9,81,train
hds_062,15295,7174,109726330,DD,DD,4.637499999999999,20.1375,15.5,22.624200000000002,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 15295 = 15290+5,9,9,81,train
hds_063,145,35087800,5087731000,DD,DD,5.604166666666668,24.104166666666668,18.5,72.017531,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 145*35087800,11,8,88,val
hds_064,34170,367600,12560892000,DD,DD,7.091666666666665,30.091666666666665,23,43.6686,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 34170*367600,11,8,88,train
hds_065,4965,876140,4350035100,DD,DD,2.666666666666668,24.166666666666668,21.5,46.23779,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 4965 = 4960+5,10,9,90,train
hds_066,84866993,30,2546009790,DD,DD,8.109375,16.109375,8,76.30265954,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 84866993*30 = 84866993*3*10,10,9,90,val
hds_067,240500013,9070,2181335117910,DD,DD,17.055555555555557,36.05555555555556,19,78.18981834,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 240500013*9070 = 240500013*907*10,13,7,91,val
hds_068,290,783670200,227264358000,DD,DD,8.092592592592592,27.09259259259259,19,97.6733982,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 290*783670200,12,8,96,train
hds_069,4357880,50100,218329788000,DD,DD,20.042857142857144,35.042857142857144,15,58.61556,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 4357880*50100,12,8,96,val
hds_070,52433,777500,40766657500,DD,DD,12.166666666666668,30.166666666666668,18.0,46.340134,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 52433*777500,11,9,99,train
hds_071,84188,966700,81384539600,DD,DD,7.133333333333333,30.133333333333333,23,38.898224,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 84188*966700,11,9,99,test
hds_072,609439713,50,30471985650,DD,DD,9.097222222222221,18.09722222222222,9,94.18879326,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 609439713*50 uses quarter-hundred decomposition,11,9,99,val
hds_073,15,74213614,1113204210,DD,DD,6.59375,16.09375,9.5,76.51572742,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 15 = 10+5,10,10,100,train
hds_074,195,1888392,368236440,DD,DD,4.642857142857142,21.142857142857142,16.5,46.776393999999996,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 195 = 190+5,10,10,100,train
hds_075,34675,74236,2574133300,DD,DD,1.2199999999999989,25.22,24.0,32.82178,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 34675 = 34670+5,10,10,100,val
hds_076,698035,5700600,3979218321000,DD,DD,22.089285714285715,42.089285714285715,20,60.00513,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 698035*5700600,13,8,104,train
hds_077,2644000,517600,1368534400000,DD,DD,18.07142857142857,42.07142857142857,24.0,53.2528,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 2644000*517600,13,8,104,test
hds_078,225,716882000,161298450000,DD,DD,17.12037037037037,27.12037037037037,10.0,96.3376355,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 225*716882000,12,9,108,train
hds_079,2576,17047800,43915132800,DD,DD,8.1171875,32.1171875,24,60.409044800000004,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 2576*17047800,12,9,108,val
hds_080,4359,21610400,94199733600,DD,DD,8.078125,32.078125,24,68.3212082,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 4359*21610400,12,9,108,train
hds_081,790663314,100,79066331400,DD,DD,18.0,27.0,9,97.81326428,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 790663314*100,12,9,108,train
hds_082,594575,14088,8376372600,DD,DD,3.1499999999999986,30.15,27,46.782674,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 594575 = 594570+5,11,10,110,test
hds_083,743333,97430,72422934190,DD,DD,3.166666666666668,30.166666666666668,27,43.91806,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 743333*97430 = 743333*9743*10,11,10,110,train
hds_084,26624954,630,16773721020,DD,DD,7.145833333333332,24.145833333333332,17,69.3248648,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 26624954*630 = 26624954*63*10,11,10,110,train
hds_085,83756888,850,71193354800,DD,DD,7.166666666666668,24.166666666666668,17,76.32484524,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 83756888*850 uses quarter-hundred decomposition,11,10,110,train
hds_086,874915615,20,17498312300,DD,DD,9.083333333333332,18.083333333333332,9,99.4983119,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 874915615*20 = 874915615*2*10,11,10,110,train
hds_087,641001,49600500,31793970100500,DD,DD,21.041666666666664,48.041666666666664,27,66.9516998,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 641001*49600500,14,8,112,train
hds_088,1960,742244000,1454798240000,DD,DD,7.083333333333336,36.083333333333336,29,96.8448408,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 1960*742244000,13,9,117,train
hds_089,2088,115973000,242151624000,DD,DD,7.076388888888886,36.076388888888886,29,75.31941824,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 2088*115973000 uses quarter-hundred decomposition,13,9,117,train
hds_090,47100,90689960,4271497116000,DD,DD,14.075000000000003,40.075,26,68.1852588,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 47100*90689960 = 47100*9068996*10,13,9,117,train
hds_091,75009,20477730,1536014049570,DD,DD,14.112499999999997,40.1125,26,61.0805442,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 75009*20477730 = 75009*2047773*10,13,9,117,train
hds_092,167809,1716000,287960244000,DD,DD,15.047619047619051,42.04761904761905,27,46.096382,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 167809*1716000,13,9,117,train
hds_093,59209703,64400,3813104873200,DD,DD,14.100000000000001,40.1,26,76.81451794,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 59209703*64400,13,9,117,train
hds_094,301580167,1200,361896200400,DD,DD,17.02777777777778,36.02777777777778,19,88.03157934000001,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 301580167*1200,13,9,117,train
hds_095,675,582703405,393324798375,DD,DD,7.194444444444443,27.194444444444443,20.0,93.6540546,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 675 = 670+5,12,10,120,val
hds_096,70225,1601293,112450800925,DD,DD,11.085714285714289,35.08571428571429,24.0,46.062136,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 70225 = 70220+5,12,10,120,val
hds_097,215488,729700,157241593600,DD,DD,9.125,36.125,27,46.109624,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 215488*729700 uses quarter-hundred decomposition,12,10,120,train
hds_098,2460325,98902,243331063150,DD,DD,5.142857142857146,35.142857142857146,30.0,47.881546,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 2460325 = 2460320+5,12,10,120,test
hds_099,5619785,68900,387203186500,DD,DD,12.128571428571426,35.128571428571426,23,60.862263,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 5619785*68900,12,10,120,test
hds_100,9581426,45500,435954883000,DD,DD,12.121428571428574,35.121428571428574,23,53.0746148,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 9581426*45500,12,10,120,test
hds_101,17154642,6200,106358780400,DD,DD,15.0703125,32.0703125,17,60.4296884,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 17154642*6200 uses quarter-hundred decomposition,12,10,120,train
hds_102,20480185,2838,58122765030,DD,DD,6.6328125,32.1328125,25.5,61.0954694,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 20480185 = 20480180+5,12,10,120,train
hds_103,94671930,9910,938198826300,DD,DD,6.09375,32.09375,26,68.1063632,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 94671930*9910 = 94671930*991*10,12,10,120,train
hds_104,3335,5223157,17419228595,DD,DD,3.633928571428573,28.133928571428573,24.5,60.439644,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 3335 = 3330+5,11,11,121,train
hds_105,58815050,146000,8586997300000,DD,DD,22.052083333333336,48.052083333333336,26,76.73381,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 58815050*146000,14,9,126,train
hds_106,142845,1005027,143563081815,DD,DD,5.724364000000001,42.07142857142857,27,32.724364,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 142845 = 142840+5,13,10,130,train
hds_107,7952065,583500,4640029927500,DD,DD,11.13690476190476,42.13690476190476,31,60.292887,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 7952065*583500,13,10,130,val
hds_108,2015,27436297,55284138455,DD,DD,13.59375,32.09375,18.5,69.4868564,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 2015 = 2010+5,12,11,132,train
hds_109,6643127,73670,489399166090,DD,DD,4.157142857142858,35.15714285714286,31,60.6566406,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 6643127*73670 = 6643127*7367*10,12,11,132,train
hds_110,57422,463900700,26638105995400,DD,DD,16.116666666666667,45.11666666666667,29,91.27686556,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 57422*463900700,14,10,140,test
hds_111,500578167,48400,24227983282800,DD,DD,16.1,45.1,29,74.01059534,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 500578167*48400 uses quarter-hundred decomposition,14,10,140,train
hds_112,114668,2690950,308565854600,DD,DD,8.11309523809524,42.11309523809524,34,54.152564,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 114668*2690950 uses quarter-hundred decomposition,13,11,143,train
hds_113,88059364,13550,1193204382200,DD,DD,13.125,40.125,27.0,76.23854172,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 88059364*13550 uses quarter-hundred decomposition,13,11,143,val
hds_114,9311,16197475,150814689725,DD,DD,2.09375,32.09375,30.0,60.2376328,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 9311*16197475 uses quarter-hundred decomposition,12,12,144,train
hds_115,8949543,64475,577021784925,DD,DD,3.25,35.25,32.0,60.1971964,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 8949543*64475 uses quarter-hundred decomposition,12,12,144,train
hds_116,453305,442009700,200365207058500,DD,DD,20.101851851851855,54.101851851851855,34,90.8311279,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 453305 = 453300+5,15,10,150,train
hds_117,52735267,1300000,68555847100000,DD,DD,39.02232142857143,56.02232142857143,17,75.2870534,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 52735267*1300000,15,10,150,train
hds_118,454456,80785200,36713318851200,DD,DD,14.140625,48.140625,34,76.37520688,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 454456*80785200 = 454456*8078520*10,14,11,154,train
hds_119,635738,62063400,39456061789200,DD,DD,14.135416666666664,48.135416666666664,34,76.74601724,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 635738*62063400,14,11,154,train
hds_120,6004915,6376029,38287512182535,DD,DD,10.117346938775512,49.11734693877551,39,58.5238112,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 6004915 = 6004910+5,14,11,154,train
hds_121,9057356,1551800,14055205040800,DD,DD,17.091836734693878,49.09183673469388,32.0,51.8781688,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 9057356*1551800,14,11,154,train
hds_122,4608435,326388,1504137882780,DD,DD,1.1845238095238102,42.18452380952381,41,58.564094,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 4608435 = 4608430+5,13,12,156,val
hds_123,92699771,93650,8681333554150,DD,DD,5.168750000000003,40.16875,35,68.14413157999999,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 92699771*93650 = 92699771*9365*10,13,12,156,train
hds_124,301835475,5996,1809805508100,DD,DD,1.1944444444444429,36.19444444444444,35.0,88.03658958,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 301835475 = 301835470+5,13,12,156,train
hds_125,546872043,9575,5236299811725,DD,DD,6.222222222222221,36.22222222222222,30.0,92.93724936,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 546872043*9575 uses quarter-hundred decomposition,13,12,156,train
hds_126,65114009,15160000,987128376440000,DD,DD,37.03125,64.03125,27.0,74.9908018,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 65114009*15160000,16,10,160,test
hds_127,89500552,50810100,4547531997175200,DD,DD,29.046875,64.046875,35,65.0621304,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 89500552*50810100,16,10,160,val
hds_128,908027,366536900,332825401696300,DD,DD,15.120370370370374,54.120370370370374,39,89.31257746,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 908027*366536900,15,11,165,train
hds_129,2487011,28440100,70730841541100,DD,DD,17.05357142857143,56.05357142857143,39,69.1906178,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 2487011*28440100 uses quarter-hundred decomposition,15,11,165,train
hds_130,73460704,7576400,556567677785600,DD,DD,20.13392857142857,56.13392857142857,36.0,76.37925792,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 73460704*7576400,15,11,165,train
hds_131,110738709,842800,93330583945200,DD,DD,15.087962962962962,54.08796296296296,39,75.19791818,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 110738709*842800 = 110738709*84280*10,15,11,165,train
hds_132,998935074,502500,501964874685000,DD,DD,34.101851851851855,54.101851851851855,20.0,101.96865148,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 998935074*502500,15,11,165,train
hds_133,523802,32865880,17215213675760,DD,DD,4.151041666666664,48.151041666666664,44,71.4684156,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 523802*32865880 = 523802*3286588*10,14,12,168,val
hds_134,1148551,5371200,6169097131200,DD,DD,10.076530612244895,49.076530612244895,39,58.445298,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 1148551*5371200,14,12,168,train
hds_135,29184815,107670,3142329031050,DD,DD,13.09375,48.09375,35,69.815429,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 29184815*107670 = 29184815*10767*10,14,12,168,train
hds_136,29711197,687200,20417534578400,DD,DD,13.098958333333336,48.098958333333336,35,69.80479940000001,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 29711197*687200,14,12,168,test
hds_137,52334938,723200,37848627161600,DD,DD,13.09375,48.09375,35,75.3223476,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 52334938*723200,14,12,168,train
hds_138,586944162,13200,7747662938400,DD,DD,16.06666666666667,45.06666666666667,29,93.73861924,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 586944162*13200 uses quarter-hundred decomposition,14,12,168,train
